BibNumber,ItemBarcode,ItemType,Collection,CallNumber,CheckoutDateTime
2277368,0010051162690,jcbk,ccfic,J ROWLING2005,11/22/2006 07:28:00 PM
1842723,0010051306388,jcbk,ncfic,J ROWLING,02/21/2006 07:28:00 PM
1842723,0010051306396,jcbk,ncfic,J ROWLING,01/04/2006 04:01:00 PM
2277368,0010051161692,jcbk,ncnew,J ROWLING2005,05/31/2006 05:07:00 PM
2277368,0010051165578,jcbk,ncfic,J ROWLING2005,11/09/2006 05:41:00 PM
1965109,0010038943576,jcbk,ccfic,J ROWLING,02/17/2006 10:45:00 AM
2304178,0010054136832,jcbk,nclp,J ROWLING,09/13/2006 02:40:00 PM
2176667,0010045792016,jcbk,ccfic,J ROWLING,03/16/2006 12:36:00 PM
1965109,0010051807179,jcbk,ncfic,J ROWLING,07/08/2006 02:33:00 PM
2176667,0010045997789,jcbk,ncfic,J ROWLING,09/30/2006 10:23:00 AM
1842723,0010047883714,jcbk,ncfic,J ROWLING,03/22/2006 05:50:00 PM
1894708,0010051380151,jcbk,ccfic,J ROWLING,08/12/2006 03:36:00 PM
1842723,0010047073167,jcbk,ncfic,J ROWLING,03/18/2006 01:11:00 PM
2176667,0010045997359,jcbk,ncfic,J ROWLING,08/10/2006 04:59:00 PM
2304178,0010054255780,jcbk,nclp,J ROWLING,11/08/2006 10:56:00 AM
2027533,0010039702989,jcbk,ncfic,J ROWLING,01/25/2006 06:43:00 PM
1886970,0010026345115,jcbk,ncfic,J ROWLING,01/07/2006 05:43:00 PM
1965109,0010048375868,jcbk,ncfic,J ROWLING,10/03/2006 06:07:00 PM
2304178,0010054136816,jcbk,nclp,J ROWLING,07/27/2006 04:12:00 PM
1894708,0010047571756,jcbk,ncfic,J ROWLING,02/24/2006 02:05:00 PM
2277368,0010051161775,jcbk,ncfic,J ROWLING2005,02/27/2006 01:18:00 PM
2277368,0010051163516,jcbk,ncfic,J ROWLING2005,08/12/2006 03:40:00 PM
2176667,0010045792677,jcbk,ncfic,J ROWLING,01/05/2006 03:59:00 PM
2304178,0010054136832,jcbk,cclpfic,J ROWLING,03/17/2006 12:12:00 PM
2277368,0010051163516,jcbk,ncnew,J ROWLING2005,03/08/2006 08:01:00 PM
2304178,0010052005484,jcbk,nalpfic,J ROWLING,10/10/2006 05:09:00 PM
2277368,0010051161387,jcbk,ncfic,J ROWLING2005,05/02/2006 06:00:00 PM
1965109,0010048375892,jcbk,ncfic,J ROWLING,11/15/2006 06:25:00 PM
2277368,0010051161957,jcbk,ncfic,J ROWLING2005,11/16/2006 04:45:00 PM
2176667,0010046007844,jcbk,ncfic,J ROWLING,11/22/2006 12:44:00 PM
1886970,0010041222927,jcbk,ncfic,J ROWLING,01/23/2006 02:09:00 PM
1965109,0010051807187,jcbk,ncfic,J ROWLING,10/07/2006 04:38:00 PM
2277368,0010051161452,jcbk,ccfic,J ROWLING2005,01/15/2006 01:39:00 PM
2304178,0010054255798,jcbk,nclp,J ROWLING,06/16/2006 03:57:00 PM
1965109,0010048375868,jcbk,ncfic,J ROWLING,01/05/2006 04:55:00 PM
1886970,0010051330289,jcbk,ncfic,J ROWLING,10/09/2006 06:14:00 PM
2176667,0010046008479,jcbk,ncfic,J ROWLING,06/19/2006 06:42:00 PM
2304178,0010054255780,jcbk,nclp,J ROWLING,12/02/2006 11:19:00 AM
2277368,0010051161205,jcbk,ncfic,J ROWLING2005,08/28/2006 04:13:00 PM
2176667,0010046008479,jcbk,ncfic,J ROWLING,12/18/2006 09:04:00 AM
1886970,0010041222976,jcbk,ncfic,J ROWLING,01/17/2006 03:51:00 PM
2277368,0010051165644,jcbk,ncfic,J ROWLING2005,04/10/2006 04:17:00 PM
2277368,0010051162880,jcbk,ncfic,J ROWLING2005,05/23/2006 07:14:00 PM
1894708,0010051380185,jcbk,ncfic,J ROWLING,03/10/2006 02:36:00 PM
2277368,0010051161833,jcbk,ncfic,J ROWLING2005,12/29/2006 11:24:00 AM
1842723,0010052695458,jcbk,ncfic,J ROWLING,07/15/2006 03:17:00 PM
2277368,0010051161387,jcbk,ncfic,J ROWLING2005,08/31/2006 02:54:00 PM
1842723,0010047883714,jcbk,ncfic,J ROWLING,01/07/2006 04:55:00 PM
2277368,0010051165719,jcbk,ncfic,J ROWLING2005,03/25/2006 04:54:00 PM
2304178,0010054136816,jcbk,cclpfic,J ROWLING,04/28/2006 03:07:00 PM
2277368,0010051161585,jcbk,ncfic,J ROWLING2005,06/08/2006 06:03:00 PM
2176667,0010036368842,jcbk,ncfic,J ROWLING,02/13/2006 03:10:00 PM
1886970,0010041223180,jcbk,ncfic,J ROWLING,12/06/2006 06:17:00 PM
2176667,0010045997789,jcbk,ncfic,J ROWLING,09/06/2006 04:46:00 PM
2277368,0010051162260,jcbk,ncfic,J ROWLING2005,07/15/2006 05:01:00 PM
2176667,0010036390754,jcbk,ncfic,J ROWLING,04/27/2006 10:53:00 AM
1842723,0010040777277,jcbk,ncfic,J ROWLING,05/01/2006 01:50:00 PM
1965109,0010051807203,jcbk,ncfic,J ROWLING,01/09/2006 05:38:00 PM
1894708,0010047571806,jcbk,ccfic,J ROWLING,05/26/2006 11:46:00 AM
2176667,0010045791844,jcbk,ncfic,J ROWLING,08/09/2006 04:10:00 PM
1842723,0010050546539,jcbk,ncfic,J ROWLING,07/10/2006 03:53:00 PM
2277368,0010051162344,jcbk,ncfic,J ROWLING2005,09/06/2006 03:46:00 PM
2176667,0010046008065,jcbk,ccfic,J ROWLING,05/04/2006 07:47:00 PM
1842723,0010051306404,jcbk,ncfic,J ROWLING,05/06/2006 02:06:00 PM
2304178,0010052005484,jcbk,nalpfic,J ROWLING,08/09/2006 05:31:00 PM
1894708,0010035820298,jcbk,ncfic,J ROWLING,02/16/2006 03:42:00 PM
2304178,0010054255798,jcbk,nclp,J ROWLING,04/18/2006 07:51:00 PM
2277368,0010051161932,jcbk,ccfic,J ROWLING2005,02/21/2006 05:28:00 PM
2304178,0010054147326,jcbk,nclp,J ROWLING,07/28/2006 04:28:00 PM
2277368,0010051161338,jcbk,ncfic,J ROWLING2005,01/02/2006 07:23:00 PM
2277368,0010051165578,jcbk,ncfic,J ROWLING2005,09/01/2006 01:18:00 PM
1886970,0010051470747,jcbk,ncfic,J ROWLING,07/12/2006 06:54:00 PM
2277368,0010051163581,jcbk,ccfic,J ROWLING2005,04/12/2006 03:24:00 PM
2277368,0010051162807,jcbk,ncfic,J ROWLING2005,02/03/2006 09:54:00 AM
2176667,0010045792677,jcbk,ncfic,J ROWLING,11/14/2006 04:02:00 PM
1894708,0010051380169,jcbk,ncfic,J ROWLING,01/07/2006 04:07:00 PM
2277368,0010051161932,jcbk,ccfic,J ROWLING2005,04/14/2006 12:50:00 PM
2277368,0010051163441,jcbk,ncfic,J ROWLING2005,01/09/2006 06:16:00 PM
2277368,0010051161890,jcbk,ncnew,J ROWLING2005,02/23/2006 02:27:00 PM
2277368,0010051162245,jcbk,ncfic,J ROWLING2005,07/03/2006 01:15:00 PM
1886970,0010051470739,jcbk,ncfic,J ROWLING,07/10/2006 02:08:00 PM
2277368,0010051158284,jcbk,ccfic,J ROWLING2005,04/20/2006 05:07:00 PM
1894708,0010047571764,jcbk,ncfic,J ROWLING,03/17/2006 05:52:00 PM
2277368,0010051161767,jcbk,ncfic,J ROWLING2005,01/26/2006 05:46:00 PM
1842723,0010051306362,jcbk,ncfic,J ROWLING,09/01/2006 03:01:00 PM
2304178,0010054255749,jcbk,nclp,J ROWLING,09/15/2006 01:00:00 PM
2277368,0010051161411,jcbk,ncfic,J ROWLING2005,06/08/2006 02:47:00 PM
2005792,0010045088902,jcbk,cclpfic,J ROWLING,05/12/2006 05:38:00 PM
2277368,0010051161510,jcbk,ccfic,J ROWLING2005,10/07/2006 11:19:00 AM
1886970,0010041223172,jcbk,ncfic,J ROWLING,06/29/2006 01:25:00 PM
2176667,0010045792545,jcbk,ncfic,J ROWLING,02/08/2006 01:17:00 PM
1842723,0010051306362,jcbk,ncfic,J ROWLING,11/07/2006 04:05:00 PM
1894708,0010051380243,jcbk,ncfic,J ROWLING,12/14/2006 11:58:00 AM
2277368,0010051163623,jcbk,ncfic,J ROWLING2005,01/02/2006 04:26:00 PM
2277368,0010051161908,jcbk,ncnew,J ROWLING2005,02/06/2006 03:46:00 PM
1965109,0010048375850,jcbk,ncfic,J ROWLING,03/28/2006 07:38:00 PM
1965109,0010051807195,jcbk,ncfic,J ROWLING,03/24/2006 05:42:00 PM
2277368,0010051165719,jcbk,ncfic,J ROWLING2005,06/28/2006 05:31:00 PM
1965109,0010050549400,jcbk,ccfic,J ROWLING,12/12/2006 01:34:00 PM
1894708,0010047571822,jcbk,ncfic,J ROWLING,03/26/2006 03:16:00 PM
1894708,0010049498883,jcbk,ncfic,J ROWLING,02/07/2006 04:44:00 PM
1965109,0010040849076,jcbk,ncfic,J ROWLING,08/21/2006 02:20:00 PM
1894708,0010047571764,jcbk,ncfic,J ROWLING,07/12/2006 05:13:00 PM
2277368,0010051158284,jcbk,ncfic,J ROWLING2005,12/28/2006 04:01:00 PM
1886970,0010051470820,jcbk,ccfic,J ROWLING,11/18/2006 11:46:00 AM
2277368,0010051165586,jcbk,ncfic,J ROWLING2005,04/26/2006 11:48:00 AM
2277368,0010051161122,jcbk,ncfic,J ROWLING2005,12/15/2006 03:48:00 PM
1965109,0010038943238,jcbk,ncfic,J ROWLING,08/29/2006 05:25:00 PM
2176667,0010045792784,jcbk,ncfic,J ROWLING,09/16/2006 02:06:00 PM
2277368,0010051161791,jcbk,ncfic,J ROWLING2005,01/25/2006 07:26:00 PM
2277368,0010051163482,jcbk,ncfic,J ROWLING2005,05/04/2006 05:11:00 PM
2277368,0010051165727,jcbk,ncfic,J ROWLING2005,06/02/2006 04:45:00 PM
1894708,0010035819936,jcbk,ncfic,J ROWLING,08/06/2006 04:10:00 PM
1894708,0010051380243,jcbk,ncfic,J ROWLING,01/11/2006 04:27:00 PM
1894708,0010051380201,jcbk,ncfic,J ROWLING,07/31/2006 01:38:00 PM
2277368,0010051162757,jcbk,ncfic,J ROWLING2005,09/10/2006 02:37:00 PM
2277368,0010051162674,jcbk,ncfic,J ROWLING2005,09/25/2006 07:50:00 PM
2277368,0010051162294,jcbk,ncfic,J ROWLING2005,03/01/2006 05:56:00 PM
1965109,0010051380292,jcbk,ncfic,J ROWLING,06/14/2006 04:37:00 PM
1842723,0010050546703,jcbk,ncfic,J ROWLING,08/19/2006 12:10:00 PM
2027533,0010039702641,jcbk,ccfic,J ROWLING,12/11/2006 07:02:00 PM
1965109,0010036455284,jcbk,ncfic,J ROWLING,01/11/2006 04:16:00 PM
2277368,0010051161627,jcbk,ncfic,J ROWLING2005,11/29/2006 12:15:00 PM
2277368,0010051158342,jcbk,ncfic,J ROWLING2005,10/19/2006 10:16:00 AM
1842723,0010047883755,jcbk,ncfic,J ROWLING,05/10/2006 04:48:00 PM
1894708,0010040773169,jcbk,ncfic,J ROWLING,01/08/2006 02:37:00 PM
2277368,0010051164498,jcbk,ncnew,J ROWLING2005,04/06/2006 12:41:00 PM
2277368,0010051164498,jcbk,ncnew,J ROWLING2005,01/24/2006 06:17:00 PM
1894708,0010049436552,jcbk,ncfic,J ROWLING,06/05/2006 05:05:00 PM
2176667,0010045792834,jcbk,ncfic,J ROWLING,01/17/2006 02:23:00 PM
2176667,0010045997359,jcbk,ncfic,J ROWLING,11/20/2006 05:16:00 PM
2176667,0010045792495,jcbk,ccfic,J ROWLING,01/25/2006 12:25:00 PM
2176667,0010045997789,jcbk,ncfic,J ROWLING,02/03/2006 03:54:00 PM
2277368,0010051161486,jcbk,ncfic,J ROWLING2005,09/27/2006 01:09:00 PM
2027533,0010039702914,jcbk,ncfic,J ROWLING,03/15/2006 07:48:00 PM
1842723,0010051306370,jcbk,ccfic,J ROWLING,07/14/2006 12:12:00 PM
2176667,0010045791844,jcbk,ncfic,J ROWLING,05/19/2006 04:23:00 PM
2277368,0010051162179,jcbk,ncfic,J ROWLING2005,05/08/2006 03:31:00 PM
2277368,0010051162732,jcbk,ncfic,J ROWLING2005,03/10/2006 03:38:00 PM
2277368,0010051162765,jcbk,ncfic,J ROWLING2005,02/06/2006 04:12:00 PM
2277368,0010051161684,jcbk,ncfic,J ROWLING2005,09/01/2006 12:28:00 PM
1965109,0010036455284,jcbk,ncfic,J ROWLING,02/16/2006 01:09:00 PM
2277368,0010051158342,jcbk,ncfic,J ROWLING2005,04/24/2006 06:09:00 PM
1886970,0010051330289,jcbk,ncfic,J ROWLING,07/19/2006 07:56:00 PM
1965109,0010051807161,jcbk,ncfic,J ROWLING,06/30/2006 03:43:00 PM
2176667,0010034110212,jcbk,ncfic,J ROWLING,09/13/2006 03:47:00 PM
2277368,0010051161684,jcbk,ncfic,J ROWLING2005,10/14/2006 04:01:00 PM
2277368,0010051161908,jcbk,ncnew,J ROWLING2005,01/07/2006 12:11:00 PM
1894708,0010041168807,jcbk,ncfic,J ROWLING,01/11/2006 04:16:00 PM
1894708,0010051380151,jcbk,ccfic,J ROWLING,05/03/2006 07:48:00 PM
1842723,0010049499527,jcbk,ncfic,J ROWLING,02/13/2006 06:48:00 PM
2176667,0010045791935,jcbk,ncfic,J ROWLING,03/23/2006 01:08:00 PM
2176667,0010045791885,jcbk,ncfic,J ROWLING,05/27/2006 12:05:00 PM
2277368,0010051165867,jcbk,ncfic,J ROWLING2005,06/30/2006 05:09:00 PM
1894708,0010049436701,jcbk,ncfic,J ROWLING,09/25/2006 06:03:00 PM
1965109,0010051380284,jcbk,ncfic,J ROWLING,01/07/2006 12:11:00 PM
1965109,0010048375868,jcbk,ncfic,J ROWLING,08/31/2006 12:46:00 PM
2176667,0010046008065,jcbk,ncfic,J ROWLING,08/10/2006 06:07:00 PM
1842723,0010047073167,jcbk,ncfic,J ROWLING,10/20/2006 04:18:00 PM
2176667,0010045791935,jcbk,ncfic,J ROWLING,05/12/2006 04:46:00 PM
1842723,0010037501284,jcbk,ncfic,J ROWLING,05/28/2006 02:08:00 PM
1894708,0010051380151,jcbk,ccfic,J ROWLING,12/13/2006 11:12:00 AM
2205013,0010047948343,jcbk,cclpfic,J ROWLING,03/01/2006 05:26:00 PM
2277368,0010051161353,jcbk,ccfic,J ROWLING2005,02/11/2006 11:19:00 AM
2277368,0010051162344,jcbk,ncfic,J ROWLING2005,01/31/2006 03:49:00 PM
2277368,0010051164316,jcbk,ncnew,J ROWLING2005,02/18/2006 10:53:00 AM
2304178,0010054147300,jcbk,nclp,J ROWLING,02/17/2006 02:09:00 PM
1886970,0010041223305,jcbk,ncfic,J ROWLING,01/21/2006 05:08:00 PM
2176667,0010045792206,jcbk,ncfic,J ROWLING,07/05/2006 07:28:00 PM
1886970,0010051912110,jcbk,ncfic,J ROWLING,03/21/2006 03:38:00 PM
2277368,0010051163599,jcbk,ccfic,J ROWLING2005,01/13/2006 01:26:00 PM
1965109,0010038943857,jcbk,ncfic,J ROWLING,01/06/2006 01:23:00 PM
1886970,0010051470820,jcbk,ccfic,J ROWLING,06/08/2006 02:09:00 PM
1894708,0010040778390,jcbk,ncfic,J ROWLING,03/04/2006 03:22:00 PM
2304178,0010054147326,jcbk,nclp,J ROWLING,01/15/2006 03:18:00 PM
2176667,0010046005665,jcbk,ncfic,J ROWLING,02/21/2006 01:27:00 PM
1842723,0010031591224,jcbk,ncfic,J ROWLING,11/24/2006 04:00:00 PM
2304178,0010054137079,jcbk,cclpfic,J ROWLING,02/04/2006 03:58:00 PM
2027533,0010039702898,jcbk,ncfic,J ROWLING,03/25/2006 04:31:00 PM
1894708,0010047571681,jcbk,ncfic,J ROWLING,03/29/2006 01:44:00 PM
2277368,0010051161742,jcbk,ncfic,J ROWLING2005,03/25/2006 12:40:00 PM
2027530,0010039703441,jcbk,ncpb,J ROWLING,06/01/2006 10:59:00 AM
1886970,0010048376841,jcbk,ncfic,J ROWLING,01/19/2006 05:47:00 PM
2277368,0010051162195,jcbk,ncfic,J ROWLING2005,02/27/2006 05:16:00 PM
2277368,0010051162708,jcbk,ncfic,J ROWLING2005,04/03/2006 03:35:00 PM
2277368,0010051161528,jcbk,ncfic,J ROWLING2005,04/07/2006 05:35:00 PM
1965109,0010038942990,jcbk,ncfic,J ROWLING,03/16/2006 05:05:00 PM
2176667,0010045792297,jcbk,ncfic,J ROWLING,12/20/2006 04:42:00 PM
2027530,0010039578983,jcbk,ncfic,J ROWLING,06/27/2006 03:00:00 PM
2304178,0010052005450,jcbk,nclp,J ROWLING,07/28/2006 05:14:00 PM
1965109,0010038942990,jcbk,ncfic,J ROWLING,09/21/2006 01:05:00 PM
1894708,0010051380193,jcbk,ncfic,J ROWLING,05/25/2006 02:15:00 PM
2277368,0010051158326,jcbk,ncfic,J ROWLING2005,08/16/2006 03:40:00 PM
2277368,0010051165800,jcbk,ncfic,J ROWLING2005,11/03/2006 03:52:00 PM
2277368,0010051162856,jcbk,ncfic,J ROWLING2005,08/26/2006 04:17:00 PM
2176667,0010045794400,jcbk,ncfic,J ROWLING,09/29/2006 05:04:00 PM
2176667,0010045792693,jcbk,ncnew,J ROWLING,08/31/2006 12:47:00 PM
2176667,0010036368842,jcbk,ncfic,J ROWLING,05/04/2006 05:12:00 PM
1842723,0010035364115,jcbk,ncfic,J ROWLING,07/10/2006 05:08:00 PM
2277368,0010051158300,jcbk,ncfic,J ROWLING2005,06/15/2006 05:00:00 PM
1842723,0010035519320,jcbk,ncfic,J ROWLING,12/19/2006 02:37:00 PM
2304178,0010052005492,jcbk,nclp,J ROWLING,08/02/2006 01:56:00 PM
2176667,0010046008008,jcbk,ncfic,J ROWLING,03/31/2006 03:09:00 PM
2304178,0010052005450,jcbk,nclp,J ROWLING,04/29/2006 03:00:00 PM
2176667,0010045792297,jcbk,ncfic,J ROWLING,08/17/2006 06:49:00 PM
1886970,0010051912169,jcbk,ncfic,J ROWLING,02/09/2006 11:11:00 AM
2176667,0010045792685,jcbk,ncfic,J ROWLING,11/03/2006 12:28:00 PM
1894708,0010036016789,jcbk,ncfic,J ROWLING,03/22/2006 05:31:00 PM
2205013,0010047948335,jcbk,nclp,J ROWLING,04/12/2006 07:49:00 PM
2277368,0010051161189,jcbk,ncfic,J ROWLING2005,03/12/2006 01:11:00 PM
1965109,0010048375876,jcbk,ncfic,J ROWLING,04/01/2006 02:08:00 PM
1886970,0010051470770,jcbk,ncfic,J ROWLING,04/22/2006 05:03:00 PM
2176667,0010045792529,jcbk,ccfic,J ROWLING,02/09/2006 01:41:00 PM
1965109,0010051807187,jcbk,ncfic,J ROWLING,12/21/2006 01:00:00 PM
2027533,0010039702922,jcbk,ncfic,J ROWLING,09/26/2006 06:14:00 PM
2277368,0010051158326,jcbk,ncfic,J ROWLING2005,03/23/2006 06:10:00 PM
1894708,0010049436552,jcbk,ncfic,J ROWLING,01/28/2006 03:03:00 PM
2176667,0010036392248,jcbk,ncfic,J ROWLING,04/10/2006 02:07:00 PM
1965109,0010038942917,jcbk,ccfic,J ROWLING,04/05/2006 11:38:00 AM
2277368,0010051163540,jcbk,ncfic,J ROWLING2005,03/26/2006 03:47:00 PM
1886970,0010036904257,jcbk,ncfic,J ROWLING,09/24/2006 04:50:00 PM
2277368,0010051165941,jcbk,ncfic,J ROWLING2005,11/21/2006 03:59:00 PM
1842723,0010050546703,jcbk,ncfic,J ROWLING,12/08/2006 05:44:00 PM
2277368,0010051158292,jcbk,ccfic,J ROWLING2005,07/25/2006 05:25:00 PM
2277368,0010051162872,jcbk,ncfic,J ROWLING2005,04/25/2006 07:08:00 PM
2277368,0010051161163,jcbk,ccfic,J ROWLING2005,06/20/2006 07:10:00 PM
2304178,0010054136840,jcbk,nclp,J ROWLING,04/20/2006 03:28:00 PM
1842723,0010050862688,jcbk,ncfic,J ROWLING,02/08/2006 02:06:00 PM
1894708,0010049436552,jcbk,ncfic,J ROWLING,11/30/2006 05:14:00 PM
2277368,0010051165669,jcbk,ncfic,J ROWLING2005,05/18/2006 10:54:00 AM
1894708,0010045701942,jcbk,ncfic,J ROWLING,03/26/2006 04:52:00 PM
1965109,0010036455284,jcbk,ncfic,J ROWLING,12/02/2006 01:58:00 PM
2304178,0010054147342,jcbk,nclp,J ROWLING,03/14/2006 07:24:00 PM
1965109,0010048375876,jcbk,ncfic,J ROWLING,01/03/2006 05:10:00 PM
2176667,0010036375540,jcbk,ncfic,J ROWLING,11/12/2006 01:29:00 PM
2277368,0010051162773,jcbk,ccfic,J ROWLING2005,06/04/2006 02:14:00 PM
2176667,0010041171074,jcbk,ncfic,J ROWLING,10/28/2006 11:27:00 AM
2176667,0010046005707,jcbk,ncfic,J ROWLING,02/22/2006 02:03:00 PM
1965109,0010038942990,jcbk,ncfic,J ROWLING,08/22/2006 02:02:00 PM
2176667,0010045792834,jcbk,ncfic,J ROWLING,11/13/2006 05:23:00 PM
2027530,0010039578983,jcbk,ncfic,J ROWLING,04/05/2006 04:17:00 PM
1842723,0010050546604,jcbk,ncfic,J ROWLING,06/29/2006 04:09:00 PM
2277368,0010051162070,jcbk,ncfic,J ROWLING2005,07/24/2006 02:16:00 PM
2277368,0010051165792,jcbk,ncfic,J ROWLING2005,08/24/2006 05:23:00 PM
2277368,0010051165735,jcbk,ncfic,J ROWLING2005,10/16/2006 07:18:00 PM
2277368,0010051161981,jcbk,ncfic,J ROWLING2005,09/09/2006 10:47:00 AM
2277368,0010051165701,jcbk,ncfic,J ROWLING2005,06/15/2006 12:43:00 PM
1842723,0010047883771,jcbk,ncfic,J ROWLING,01/24/2006 01:08:00 PM
2205013,0010047948343,jcbk,cclpfic,J ROWLING,01/15/2006 04:05:00 PM
1842723,0010045701728,jcbk,ccfic,J ROWLING,01/23/2006 11:38:00 AM
2277368,0010051164498,jcbk,ncfic,J ROWLING2005,06/07/2006 05:23:00 PM
2176667,0010045792685,jcbk,ncfic,J ROWLING,03/30/2006 03:50:00 PM
2176667,0010046008347,jcbk,ncfic,J ROWLING,07/17/2006 01:59:00 PM
2277368,0010051161940,jcbk,ncfic,J ROWLING2005,07/26/2006 11:30:00 AM
2277368,0010051161395,jcbk,ccfic,J ROWLING2005,07/12/2006 11:58:00 AM
2277368,0010051165958,jcbk,ncfic,J ROWLING2005,06/14/2006 01:39:00 PM
2277368,0010051162104,jcbk,ccfic,J ROWLING2005,08/10/2006 04:01:00 PM
1965109,0010038943238,jcbk,ncfic,J ROWLING,11/16/2006 01:44:00 PM
2176667,0010046005665,jcbk,ncfic,J ROWLING,09/28/2006 02:40:00 PM
2205013,0010047948335,jcbk,nclp,J ROWLING,02/10/2006 05:04:00 PM
2027530,0010039579049,jcbk,ncfic,J ROWLING,03/02/2006 05:45:00 PM
1886970,0010051806460,jcbk,ccfic,J ROWLING,06/13/2006 12:12:00 PM
1894708,0010051380151,jcbk,ccfic,J ROWLING,02/08/2006 02:50:00 PM
2277368,0010051161494,jcbk,ncfic,J ROWLING2005,06/16/2006 05:57:00 PM
2277368,0010051163607,jcbk,ncfic,J ROWLING2005,04/14/2006 04:06:00 PM
1842723,0010045701694,jcbk,ncfic,J ROWLING,01/07/2006 01:42:00 PM
2277368,0010051165834,jcbk,ncfic,J ROWLING2005,01/28/2006 03:22:00 PM
2176667,0010046007802,jcbk,ncfic,J ROWLING,09/18/2006 05:40:00 PM
1842723,0010047073167,jcbk,ncfic,J ROWLING,12/29/2006 03:14:00 PM
1842723,0010045702031,jcbk,ncfic,J ROWLING,11/22/2006 04:46:00 PM
2277368,0010051164472,jcbk,ncfic,J ROWLING2005,01/06/2006 03:52:00 PM
2277368,0010051161536,jcbk,ncfic,J ROWLING2005,08/01/2006 07:06:00 PM
2277368,0010051162294,jcbk,ncfic,J ROWLING2005,06/22/2006 07:42:00 PM
1886970,0010041222919,jcbk,ncfic,J ROWLING,08/16/2006 08:00:00 PM
2277368,0010051164332,jcbk,ncfic,J ROWLING2005,03/16/2006 01:47:00 PM
1842723,0010051306339,jcbk,ncfic,J ROWLING,07/10/2006 05:44:00 PM
1894708,0010049436529,jcbk,ncfic,J ROWLING,01/11/2006 11:47:00 AM
1965109,0010051380318,jcbk,ncfic,J ROWLING,08/15/2006 01:39:00 PM
2277368,0010051165891,jcbk,ncfic,J ROWLING2005,02/25/2006 01:46:00 PM
1894708,0010047073175,jcbk,ncfic,J ROWLING,05/04/2006 05:43:00 PM
2176667,0010034110212,jcbk,ncfic,J ROWLING,12/03/2006 04:45:00 PM
1886970,0010051330172,jcbk,ncfic,J ROWLING,10/04/2006 07:40:00 PM
2277368,0010051165982,jcbk,ncfic,J ROWLING2005,05/08/2006 06:19:00 PM
2277368,0010051158334,jcbk,ncfic,J ROWLING2005,02/07/2006 02:58:00 PM
2176667,0010045997698,jcbk,ncfic,J ROWLING,10/18/2006 05:06:00 PM
2277368,0010051161502,jcbk,ccfic,J ROWLING2005,12/22/2006 02:15:00 PM
2277368,0010051164340,jcbk,ncfic,J ROWLING2005,08/23/2006 12:23:00 PM
1894708,0010040773169,jcbk,ncfic,J ROWLING,02/27/2006 07:23:00 PM
2027533,0010039702781,jcbk,ncfic,J ROWLING,03/30/2006 01:37:00 PM
2277368,0010051164423,jcbk,ncfic,J ROWLING2005,01/03/2006 07:51:00 PM
2027530,0010039703557,jcbk,ncfic,J ROWLING,01/25/2006 06:43:00 PM
2277368,0010051162799,jcbk,ncfic,J ROWLING2005,04/10/2006 01:20:00 PM
2304178,0010054255756,jcbk,nclp,J ROWLING,02/28/2006 03:00:00 PM
1886970,0010048376841,jcbk,ncfic,J ROWLING,02/04/2006 01:33:00 PM
2176667,0010045794517,jcbk,ccfic,J ROWLING,01/12/2006 03:53:00 PM
2277368,0010051161973,jcbk,ncfic,J ROWLING2005,10/11/2006 11:29:00 AM
2277368,0010051162369,jcbk,ncfic,J ROWLING2005,02/27/2006 03:36:00 PM
2176667,0010046008511,jcbk,ncfic,J ROWLING,07/05/2006 04:10:00 PM
2277368,0010051162104,jcbk,ccfic,J ROWLING2005,03/27/2006 01:13:00 PM
2277368,0010051164415,jcbk,ccfic,J ROWLING2005,01/13/2006 05:25:00 PM
2277368,0010051161973,jcbk,ncfic,J ROWLING2005,11/14/2006 05:07:00 PM
1886970,0010041222976,jcbk,ncfic,J ROWLING,09/23/2006 10:01:00 AM
1894708,0010036016789,jcbk,ncfic,J ROWLING,08/12/2006 04:10:00 PM
1886970,0010051470788,jcbk,ncfic,J ROWLING,02/22/2006 01:26:00 PM
2277368,0010051162245,jcbk,ncfic,J ROWLING2005,01/05/2006 04:31:00 PM
2277368,0010051164381,jcbk,ccfic,J ROWLING2005,02/15/2006 05:56:00 PM
2277368,0010051162203,jcbk,ncfic,J ROWLING2005,07/24/2006 05:07:00 PM
2277368,0010051164365,jcbk,ncfic,J ROWLING2005,03/09/2006 06:17:00 PM
1965109,0010051807161,jcbk,ncfic,J ROWLING,03/20/2006 07:42:00 PM
2277368,0010051161650,jcbk,ncfic,J ROWLING2005,01/02/2006 02:35:00 PM
1965109,0010038943923,jcbk,ncfic,J ROWLING,02/27/2006 06:12:00 PM
1842723,0010045701728,jcbk,ccfic,J ROWLING,02/08/2006 02:50:00 PM
2277368,0010051161833,jcbk,ncfic,J ROWLING2005,09/20/2006 01:06:00 PM
2277368,0010051161999,jcbk,ncfic,J ROWLING2005,08/02/2006 07:23:00 PM
2027530,0010039579114,jcbk,ncfic,J ROWLING,01/18/2006 03:46:00 PM
2277368,0010051165578,jcbk,ncfic,J ROWLING2005,06/26/2006 02:06:00 PM
1965109,0010051380250,jcbk,ncfic,J ROWLING,09/09/2006 03:13:00 PM
1842723,0010035364115,jcbk,ncfic,J ROWLING,10/13/2006 05:38:00 PM
2176667,0010045997730,jcbk,ncfic,J ROWLING,08/12/2006 11:26:00 AM
