BibNumber,ItemBarcode,ItemType,Collection,CallNumber,CheckoutDateTime
1965109,0010064597676,jcbk,ncfic,J ROWLING,12/30/2009 10:42:00 AM
2176667,0010057358987,jcbk,ncfic,J ROWLING,07/19/2009 03:26:00 PM
2277368,0010051161700,jcbk,ncfic,J ROWLING2005,07/15/2009 12:56:00 PM
2176667,0010046008487,jcbk,ncfic,J ROWLING,08/21/2009 11:17:00 AM
2521779,0010063869548,jcbk,ncnew,J ROWLING,05/31/2009 02:08:00 PM
2521779,0010063869159,jcbk,ncfic,J ROWLING,06/24/2009 10:11:00 AM
2176667,0010045997789,jcbk,ncfic,J ROWLING,01/26/2009 04:34:00 PM
2521779,0010063868722,jcbk,ncfic,J ROWLING,08/13/2009 06:16:00 PM
1965109,0010040777954,jcbk,ncfic,J ROWLING,01/09/2009 03:31:00 PM
1894708,0010069487287,jcbk,ncfic,J ROWLING,09/23/2009 03:53:00 PM
2410427,0010057049842,jcbk,ncfic,J ROWLING,02/10/2009 01:18:00 PM
2277368,0010051164357,jcbk,ncfic,J ROWLING2005,08/13/2009 11:03:00 AM
1842723,0010040777277,jcbk,ncfic,J ROWLING,10/26/2009 03:24:00 PM
2277368,0010051162096,jcbk,ncfic,J ROWLING2005,04/04/2009 01:27:00 PM
2521779,0010063869266,jcbk,ncfic,J ROWLING,08/12/2009 01:46:00 PM
2277368,0010051161189,jcbk,ncfic,J ROWLING2005,08/20/2009 07:28:00 PM
2521779,0010063868904,jcbk,ncfic,J ROWLING,01/14/2009 05:37:00 PM
2410427,0010057050659,jcbk,ncfic,J ROWLING,01/21/2009 03:58:00 PM
2521779,0010063869415,jcbk,ncfic,J ROWLING,09/16/2009 05:46:00 PM
2521779,0010063869191,jcbk,ncfic,J ROWLING,03/04/2009 06:57:00 PM
1965109,0010050549392,jcbk,ncfic,J ROWLING,01/23/2009 05:52:00 PM
2521779,0010063868714,jcbk,ncfic,J ROWLING,02/27/2009 05:42:00 PM
1965109,0010048375843,jcbk,ncfic,J ROWLING,10/01/2009 02:34:00 PM
2277368,0010051165800,jcbk,ncfic,J ROWLING2005,09/26/2009 04:03:00 PM
2410427,0010057049693,jcbk,ncfic,J ROWLING,04/10/2009 03:13:00 PM
2521779,0010063869167,jcbk,ncfic,J ROWLING,04/03/2009 04:26:00 PM
1886970,0010051806494,jcbk,ncfic,J ROWLING,10/27/2009 01:22:00 PM
1842723,0010045701983,jcbk,ncfic,J ROWLING,05/19/2009 03:55:00 PM
2277368,0010051161312,jcbk,ccfic,J ROWLING2005,06/24/2009 06:40:00 PM
1894708,0010064598112,jcbk,ncfic,J ROWLING,12/31/2009 01:47:00 PM
2521779,0010063869571,jcbk,ncnew,J ROWLING,09/10/2009 05:43:00 PM
2277368,0010051164498,jcbk,ncfic,J ROWLING2005,10/26/2009 03:31:00 PM
2521779,0010063868789,jcbk,ccfic,J ROWLING,01/29/2009 05:30:00 PM
2521779,0010063868961,jcbk,ncnew,J ROWLING,09/18/2009 03:25:00 PM
2027530,0010039703540,jcbk,ncfic,J ROWLING,07/19/2009 02:22:00 PM
2521779,0010063868995,jcbk,ncfic,J ROWLING,04/22/2009 06:26:00 PM
2277368,0010051162880,jcbk,ncfic,J ROWLING2005,03/19/2009 06:12:00 PM
2410427,0010057050659,jcbk,ncfic,J ROWLING,04/15/2009 03:12:00 PM
2277368,0010051164498,jcbk,ncfic,J ROWLING2005,10/09/2009 11:08:00 AM
1842723,0010040846072,jcbk,ncfic,J ROWLING,01/20/2009 04:34:00 PM
2277368,0010051161825,jcbk,ncfic,J ROWLING2005,06/01/2009 07:06:00 PM
1965109,0010057829664,jcbk,ncfic,J ROWLING,06/08/2009 07:02:00 PM
2277368,0010051164464,jcbk,ncfic,J ROWLING2005,03/30/2009 05:21:00 PM
1886970,0010057464157,jcbk,ncfic,J ROWLING,12/14/2009 01:32:00 PM
2176667,0010046008487,jcbk,ncfic,J ROWLING,07/14/2009 06:53:00 PM
2205013,0010054983647,jcbk,nclp,J ROWLING,02/10/2009 06:03:00 PM
2521779,0010063869704,jcbk,ncfic,J ROWLING,08/04/2009 06:31:00 PM
2410427,0010056947632,jcbk,ncfic,J ROWLING,10/28/2009 03:14:00 PM
2277368,0010051165974,jcbk,ncfic,J ROWLING2005,12/06/2009 03:10:00 PM
2521779,0010063869134,jcbk,ncfic,J ROWLING,01/06/2009 03:38:00 PM
2277368,0010051161189,jcbk,ncfic,J ROWLING2005,07/06/2009 07:54:00 PM
2277368,0010051162856,jcbk,ncfic,J ROWLING2005,07/29/2009 05:24:00 PM
2176667,0010046008354,jcbk,ccfic,J ROWLING,02/04/2009 04:33:00 PM
2277368,0010051161494,jcbk,ncfic,J ROWLING2005,12/16/2009 01:02:00 PM
2521779,0010063869449,jcbk,ncnew,J ROWLING,07/18/2009 03:06:00 PM
2521779,0010063869035,jcbk,ncnew,J ROWLING,12/02/2009 04:44:00 PM
1965109,0010064597700,jcbk,ncfic,J ROWLING,05/06/2009 05:06:00 PM
2176667,0010064541211,jcbk,ncfic,J ROWLING,11/17/2009 01:46:00 PM
2277368,0010051161775,jcbk,ncfic,J ROWLING2005,10/03/2009 11:03:00 AM
2277368,0010051161825,jcbk,ncfic,J ROWLING2005,07/28/2009 01:07:00 PM
1894708,0010052827127,jcbk,ncfic,J ROWLING,10/31/2009 04:26:00 PM
2410427,0010056947707,jcbk,ncfic,J ROWLING,01/08/2009 07:09:00 PM
2410427,0010057049941,jcbk,ccfic,J ROWLING,06/23/2009 04:08:00 PM
1842723,0010061152228,jcbk,ncfic,J ROWLING,03/17/2009 01:47:00 PM
2410427,0010057050634,jcbk,ncfic,J ROWLING,10/23/2009 04:16:00 PM
2176667,0010046130208,jcbk,ncfic,J ROWLING,05/30/2009 03:32:00 PM
1842723,0010057359555,jcbk,ncfic,J ROWLING,02/25/2009 03:49:00 PM
2410427,0010057050485,jcbk,ncfic,J ROWLING,05/10/2009 04:26:00 PM
2277368,0010051162021,jcbk,ncfic,J ROWLING2005,07/28/2009 01:33:00 PM
2521779,0010063868797,jcbk,ccfic,J ROWLING,01/09/2009 05:56:00 PM
2410427,0010056850653,jcbk,ncfic,J ROWLING,09/12/2009 11:41:00 AM
2521779,0010063869126,jcbk,ncfic,J ROWLING,01/21/2009 04:13:00 PM
2410427,0010057262395,jcbk,ncfic,J ROWLING,11/09/2009 04:56:00 PM
2521779,0010063869134,jcbk,ncfic,J ROWLING,08/14/2009 03:15:00 PM
2410427,0010057050394,jcbk,ncfic,J ROWLING,05/07/2009 04:45:00 PM
2521779,0010063869035,jcbk,ncfic,J ROWLING,01/27/2009 07:21:00 PM
2521779,0010063868805,jcbk,ccfic,J ROWLING,08/15/2009 05:33:00 PM
2410427,0010057050436,jcbk,ncfic,J ROWLING,02/28/2009 02:43:00 PM
2521779,0010063869605,jcbk,ncfic,J ROWLING,07/18/2009 01:38:00 PM
2277368,0010051165925,jcbk,ccfic,J ROWLING2005,08/04/2009 01:07:00 PM
1886970,0010057464181,jcbk,ncfic,J ROWLING,08/11/2009 01:01:00 PM
2277368,0010051165636,jcbk,ncfic,J ROWLING2005,12/15/2009 04:49:00 PM
1886970,0010051470747,jcbk,ncfic,J ROWLING,08/18/2009 05:26:00 PM
2521779,0010063869423,jcbk,ccfic,J ROWLING,11/28/2009 02:40:00 PM
1886970,0010057928300,jcbk,ncfic,J ROWLING,05/17/2009 04:43:00 PM
1842723,0010045701983,jcbk,ncfic,J ROWLING,09/09/2009 02:31:00 PM
2521779,0010063868805,jcbk,ccfic,J ROWLING,02/02/2009 02:12:00 PM
1894708,0010064598104,jcbk,ncfic,J ROWLING,04/24/2009 02:39:00 PM
1886970,0010057464165,jcbk,ncfic,J ROWLING,07/22/2009 10:44:00 AM
2410427,0010057942343,jcbk,ncfic,J ROWLING,01/03/2009 12:37:00 PM
1842723,0010064569469,jcbk,ncfic,J ROWLING,09/24/2009 07:32:00 PM
2521779,0010063869530,jcbk,ccfic,J ROWLING,06/30/2009 02:50:00 PM
1894708,0010057358797,jcbk,ncfic,J ROWLING,05/15/2009 12:13:00 PM
2521779,0010063869266,jcbk,ncfic,J ROWLING,12/31/2009 04:30:00 PM
2521779,0010063868706,jcbk,ncnew,J ROWLING,04/11/2009 01:05:00 PM
2410427,0010057050584,jcbk,ncfic,J ROWLING,06/15/2009 01:43:00 PM
2277368,0010051162104,jcbk,ccfic,J ROWLING2005,12/12/2009 11:30:00 AM
2277368,0010051162203,jcbk,ncfic,J ROWLING2005,03/14/2009 04:55:00 PM
1842723,0010064569287,jcbk,ncfic,J ROWLING,10/12/2009 03:07:00 PM
1886970,0010057928300,jcbk,ncfic,J ROWLING,06/19/2009 05:49:00 PM
2521779,0010063869423,jcbk,ncfic,J ROWLING,02/09/2009 04:48:00 PM
2521779,0010063869290,jcbk,ccfic,J ROWLING,08/05/2009 12:23:00 PM
2521779,0010063869118,jcbk,ncfic,J ROWLING,04/17/2009 04:15:00 PM
2277368,0010051164431,jcbk,ncfic,J ROWLING2005,07/01/2009 11:33:00 AM
1886970,0010057464090,jcbk,ncfic,J ROWLING,05/31/2009 01:51:00 PM
1886970,0010048376973,jcbk,ncfic,J ROWLING,07/05/2009 04:57:00 PM
2027533,0010039702948,jcbk,ncpb,J ROWLING,09/26/2009 02:34:00 PM
2521779,0010063869613,jcbk,ncfic,J ROWLING,01/03/2009 05:48:00 PM
2277368,0010051162856,jcbk,ncfic,J ROWLING2005,05/26/2009 06:52:00 PM
1894708,0010064598104,jcbk,ncfic,J ROWLING,12/02/2009 04:45:00 PM
2304178,0010054136873,jcbk,nclp,J ROWLING,06/29/2009 02:18:00 PM
1965109,0010051380359,jcbk,ncfic,J ROWLING,03/18/2009 01:43:00 PM
1886970,0010050810935,jcbk,ncfic,J ROWLING,06/23/2009 03:39:00 PM
2410427,0010058790089,jcbk,ncfic,J ROWLING,04/07/2009 05:57:00 PM
2277368,0010051162831,jcbk,ncfic,J ROWLING2005,07/25/2009 05:18:00 PM
2521779,0010063868961,jcbk,ncfic,J ROWLING,03/07/2009 01:38:00 PM
2277368,0010051161387,jcbk,ncfic,J ROWLING2005,06/13/2009 04:33:00 PM
2277368,0010051158250,jcbk,ncfic,J ROWLING2005,12/30/2009 05:08:00 PM
1894708,0010057358847,jcbk,ncfic,J ROWLING,03/31/2009 03:02:00 PM
2521779,0010063869084,jcbk,ncnew,J ROWLING,05/22/2009 04:07:00 PM
1886970,0010041030445,jcbk,ncfic,J ROWLING,02/11/2009 10:35:00 AM
2521779,0010063868938,jcbk,ncnew,J ROWLING,08/21/2009 03:43:00 PM
2521779,0010063869340,jcbk,ncfic,J ROWLING,01/28/2009 03:20:00 PM
2176667,0010064597791,jcbk,ncfic,J ROWLING,12/20/2009 04:07:00 PM
2176667,0010045998118,jcbk,ncfic,J ROWLING,03/18/2009 04:46:00 PM
2277368,0010051163474,jcbk,ncfic,J ROWLING2005,07/14/2009 06:53:00 PM
2410427,0010057049990,jcbk,ncfic,J ROWLING,04/11/2009 01:58:00 PM
2027533,0010039702989,jcbk,ncfic,J ROWLING,07/25/2009 01:59:00 PM
2521779,0010063869415,jcbk,ncfic,J ROWLING,11/19/2009 10:21:00 AM
2521779,0010063869472,jcbk,ncfic,J ROWLING,08/18/2009 06:10:00 PM
1894708,0010057358797,jcbk,ncfic,J ROWLING,04/16/2009 07:37:00 PM
2521779,0010063869555,jcbk,ncfic,J ROWLING,02/05/2009 03:22:00 PM
1842723,0010064569535,jcbk,ncfic,J ROWLING,08/27/2009 06:00:00 PM
2521779,0010063868730,jcbk,ncfic,J ROWLING,01/18/2009 02:42:00 PM
2176667,0010046007844,jcbk,ncfic,J ROWLING,10/14/2009 12:17:00 PM
2521779,0010063869449,jcbk,ncfic,J ROWLING,01/22/2009 05:33:00 PM
2277368,0010051162773,jcbk,ccfic,J ROWLING2005,10/01/2009 03:00:00 PM
2410427,0010056850596,jcbk,ncfic,J ROWLING,03/20/2009 01:48:00 PM
2521779,0010063869654,jcbk,ncnew,J ROWLING,07/16/2009 05:10:00 PM
1886970,0010057928300,jcbk,ncfic,J ROWLING,07/21/2009 01:26:00 PM
2410427,0010056947798,jcbk,ncfic,J ROWLING,11/05/2009 06:31:00 PM
1965109,0010061919386,jcbk,ncfic,J ROWLING,06/12/2009 10:44:00 AM
2277368,0010051161593,jcbk,ncfic,J ROWLING2005,02/28/2009 12:23:00 PM
2176667,0010045998118,jcbk,ncfic,J ROWLING,10/22/2009 03:24:00 PM
2521779,0010063869621,jcbk,ncnew,J ROWLING,10/19/2009 05:33:00 PM
1886970,0010057464132,jcbk,ncfic,J ROWLING,08/01/2009 05:55:00 PM
2277368,0010051165727,jcbk,ncfic,J ROWLING2005,05/15/2009 11:21:00 AM
2304178,0010054255749,jcbk,nclp,J ROWLING,05/26/2009 05:53:00 PM
2176667,0010064541211,jcbk,ncfic,J ROWLING,04/04/2009 03:41:00 PM
2521779,0010063869001,jcbk,ncnew,J ROWLING,09/17/2009 05:56:00 PM
2277368,0010051164357,jcbk,ncfic,J ROWLING2005,04/11/2009 01:50:00 PM
1965109,0010051807195,jcbk,ncfic,J ROWLING,11/23/2009 04:45:00 PM
1965109,0010064597650,jcbk,ncfic,J ROWLING,10/07/2009 12:17:00 PM
1886970,0010064597627,jcbk,ncfic,J ROWLING,08/10/2009 04:16:00 PM
1965109,0010050549392,jcbk,ncfic,J ROWLING,09/30/2009 12:24:00 PM
2521779,0010063869415,jcbk,ncfic,J ROWLING,02/07/2009 05:52:00 PM
2521779,0010063868821,jcbk,ncfic,J ROWLING,02/07/2009 04:09:00 PM
2521779,0010063868961,jcbk,ncnew,J ROWLING,06/09/2009 05:18:00 PM
1894708,0010069487287,jcbk,ncfic,J ROWLING,10/20/2009 06:43:00 PM
2446851,0010058487587,jcbk,nclp,J ROWLING,09/26/2009 01:23:00 PM
2410427,0010057942343,jcbk,ncfic,J ROWLING,02/07/2009 01:45:00 PM
1886970,0010051912169,jcbk,ncfic,J ROWLING,11/13/2009 03:22:00 PM
2410427,0010057942343,jcbk,ncfic,J ROWLING,04/26/2009 03:05:00 PM
1965109,0010064597692,jcbk,ccfic,J ROWLING,04/14/2009 12:48:00 PM
2410427,0010057049842,jcbk,ncfic,J ROWLING,07/22/2009 03:13:00 PM
2521779,0010063868870,jcbk,ncfic,J ROWLING,02/13/2009 02:09:00 PM
2176667,0010064597858,jcbk,ncfic,J ROWLING,07/31/2009 04:56:00 PM
2277368,0010051162096,jcbk,ncfic,J ROWLING2005,06/13/2009 12:10:00 PM
2410427,0010056947640,jcbk,ncfic,J ROWLING,10/28/2009 01:17:00 PM
1886970,0010064597619,jcbk,ccfic,J ROWLING,08/26/2009 11:16:00 AM
2410427,0010057049693,jcbk,ncfic,J ROWLING,10/31/2009 05:59:00 PM
2410427,0010057050170,jcbk,ncfic,J ROWLING,07/17/2009 05:25:00 PM
2521779,0010063869662,jcbk,ncfic,J ROWLING,11/07/2009 11:26:00 AM
2521779,0010063869282,jcbk,ncfic,J ROWLING,08/12/2009 04:32:00 PM
2446851,0010058487587,jcbk,nclp,J ROWLING,02/20/2009 01:49:00 PM
1965109,0010038944053,jcbk,ncfic,J ROWLING,11/04/2009 05:13:00 PM
2176667,0010064597775,jcbk,ncfic,J ROWLING,04/09/2009 03:22:00 PM
2521779,0010063868805,jcbk,ccfic,J ROWLING,11/09/2009 11:47:00 AM
2521779,0010063868979,jcbk,ncfic,J ROWLING,01/03/2009 03:43:00 PM
1842723,0010057359464,jcbk,ncfic,J ROWLING,01/18/2009 04:01:00 PM
2176667,0010057358904,jcbk,ncfic,J ROWLING,05/04/2009 04:49:00 PM
1894708,0010064598062,jcbk,ncfic,J ROWLING,01/27/2009 04:43:00 PM
2277368,0010051162146,jcbk,ncfic,J ROWLING2005,07/20/2009 03:30:00 PM
2176667,0010064597767,jcbk,ncfic,J ROWLING,02/04/2009 06:10:00 PM
2521779,0010063868755,jcbk,ncfic,J ROWLING,02/02/2009 05:23:00 PM
2410427,0010057050394,jcbk,ncfic,J ROWLING,04/07/2009 07:05:00 PM
2521779,0010063868714,jcbk,ncfic,J ROWLING,05/09/2009 02:20:00 PM
2277368,0010051161700,jcbk,ncfic,J ROWLING2005,05/31/2009 02:40:00 PM
2521779,0010063869142,jcbk,ncfic,J ROWLING,01/28/2009 05:05:00 PM
2410427,0010057050071,jcbk,ncfic,J ROWLING,03/10/2009 07:24:00 PM
2304178,0010054136808,jcbk,cclpfic,J ROWLING,08/06/2009 01:24:00 PM
1886970,0010048376957,jcbk,ncfic,J ROWLING,11/30/2009 01:32:00 PM
1941061,0010051242104,jcbk,nclp,J ROWLING,03/15/2009 01:00:00 PM
2521779,0010063869589,jcbk,ncnew,J ROWLING,08/11/2009 04:32:00 PM
2176667,0010064597833,jcbk,ncfic,J ROWLING,06/29/2009 07:37:00 PM
1894708,0010064598070,jcbk,ncfic,J ROWLING,10/31/2009 10:42:00 AM
2410427,0010057050121,jcbk,ccfic,J ROWLING,07/16/2009 11:44:00 AM
1886970,0010048376957,jcbk,ncfic,J ROWLING,04/06/2009 05:45:00 PM
2027533,0010039702773,jcbk,ncfic,J ROWLING,01/30/2009 05:38:00 PM
2277368,0010051165974,jcbk,ncfic,J ROWLING2005,09/16/2009 05:35:00 PM
2176667,0010046008487,jcbk,ncfic,J ROWLING,02/23/2009 01:54:00 PM
2521779,0010063868904,jcbk,ncnew,J ROWLING,04/11/2009 04:35:00 PM
1886970,0010064597585,jcbk,ncfic,J ROWLING,10/14/2009 05:40:00 PM
2176667,0010040778101,jcbk,ncfic,J ROWLING,04/01/2009 06:55:00 PM
2521779,0010063868912,jcbk,ncfic,J ROWLING,09/15/2009 03:00:00 PM
2521779,0010063869704,jcbk,ncfic,J ROWLING,05/03/2009 04:30:00 PM
1842723,0010064569469,jcbk,ncfic,J ROWLING,03/30/2009 05:49:00 PM
2277368,0010051166071,jcbk,ncfic,J ROWLING2005,08/21/2009 03:14:00 PM
2521779,0010063869209,jcbk,ncnew,J ROWLING,10/29/2009 04:39:00 PM
2277368,0010051161908,jcbk,ncfic,J ROWLING2005,03/22/2009 01:08:00 PM
2521779,0010063869290,jcbk,ncfic,J ROWLING,03/11/2009 01:03:00 PM
1894708,0010040778390,jcbk,ncfic,J ROWLING,01/31/2009 04:09:00 PM
1894708,0010057358839,jcbk,ncfic,J ROWLING,02/03/2009 05:02:00 PM
1965109,0010057829631,jcbk,ncfic,J ROWLING,01/06/2009 05:31:00 PM
2446851,0010058432179,jcbk,cclpfic,J ROWLING,08/05/2009 03:59:00 PM
2410427,0010057049693,jcbk,ncfic,J ROWLING,06/22/2009 06:39:00 PM
2277368,0010051165859,jcbk,ncfic,J ROWLING2005,07/14/2009 04:13:00 PM
1886970,0010057464207,jcbk,ncfic,J ROWLING,08/06/2009 01:15:00 PM
1965109,0010057829631,jcbk,ncfic,J ROWLING,03/15/2009 04:23:00 PM
1842723,0010063348956,jcbk,ncfic,J ROWLING,07/03/2009 03:36:00 PM
1886970,0010057464199,jcbk,ncfic,J ROWLING,09/15/2009 07:26:00 PM
2176667,0010045792057,jcbk,ncfic,J ROWLING,04/25/2009 12:04:00 PM
2410427,0010057942566,jcbk,ncfic,J ROWLING,03/12/2009 03:10:00 PM
2446851,0010058552687,jcbk,nclp,J ROWLING,09/21/2009 05:41:00 PM
1842723,0010061152236,jcbk,ncfic,J ROWLING,03/12/2009 05:09:00 PM
2205013,0010047948343,jcbk,cclpfic,J ROWLING,03/02/2009 02:08:00 PM
2304178,0010054255749,jcbk,nclp,J ROWLING,07/31/2009 05:15:00 PM
2521779,0010063869530,jcbk,ccfic,J ROWLING,07/24/2009 04:51:00 PM
1965109,0010050549384,jcbk,ncfic,J ROWLING,08/24/2009 02:43:00 PM
2410427,0010057049693,jcbk,ncfic,J ROWLING,05/05/2009 04:10:00 PM
2410427,0010057050014,jcbk,ncfic,J ROWLING,03/18/2009 11:28:00 AM
2277368,0010051163474,jcbk,ncfic,J ROWLING2005,12/01/2009 04:57:00 PM
1894708,0010047571756,jcbk,ncfic,J ROWLING,04/24/2009 12:26:00 PM
1886970,0010057928300,jcbk,ncfic,J ROWLING,08/26/2009 11:02:00 AM
1894708,0010057358862,jcbk,ncfic,J ROWLING,01/18/2009 03:35:00 PM
2410427,0010057050485,jcbk,ncfic,J ROWLING,01/14/2009 11:55:00 AM
1842723,0010064569303,jcbk,ncfic,J ROWLING,05/01/2009 04:12:00 PM
1886970,0010064597593,jcbk,ncfic,J ROWLING,11/19/2009 04:14:00 PM
1886970,0010051330271,jcbk,ncfic,J ROWLING,02/21/2009 01:03:00 PM
2410427,0010057262478,jcbk,ncfic,J ROWLING,08/20/2009 06:16:00 PM
1886970,0010070633382,jcbk,ncfic,J ROWLING,07/01/2009 02:54:00 PM
1886970,0010057464199,jcbk,ncfic,J ROWLING,05/07/2009 12:06:00 PM
1886970,0010061202387,jcbk,ncfic,J ROWLING,05/04/2009 06:19:00 PM
2410427,0010057049701,jcbk,ncfic,J ROWLING,07/11/2009 10:19:00 AM
2521779,0010063868953,jcbk,ncfic,J ROWLING,02/28/2009 12:00:00 PM
2277368,0010051163565,jcbk,ncfic,J ROWLING2005,02/06/2009 04:46:00 PM
2521779,0010063869340,jcbk,ncfic,J ROWLING,08/22/2009 05:52:00 PM
1965109,0010050549384,jcbk,ncfic,J ROWLING,10/28/2009 06:56:00 PM
2277368,0010051161999,jcbk,ncfic,J ROWLING2005,11/25/2009 04:23:00 PM
2521779,0010063868847,jcbk,ncnew,J ROWLING,07/02/2009 05:02:00 PM
2304178,0010052005435,jcbk,nclp,J ROWLING,02/02/2009 03:55:00 PM
2521779,0010063869456,jcbk,ncfic,J ROWLING,03/05/2009 11:46:00 AM
2205013,0010047948343,jcbk,cclpfic,J ROWLING,11/06/2009 01:31:00 PM
2521779,0010063869233,jcbk,ncnew,J ROWLING,08/11/2009 06:06:00 PM
2277368,0010051162104,jcbk,ccfic,J ROWLING2005,10/12/2009 06:52:00 PM
1886970,0010040848912,jcbk,ncfic,J ROWLING,03/25/2009 05:00:00 PM
1894708,0010057358797,jcbk,ncfic,J ROWLING,04/30/2009 02:45:00 PM
2410427,0010057050584,jcbk,ncfic,J ROWLING,05/18/2009 01:47:00 PM
1965109,0010057829615,jcbk,ncfic,J ROWLING,02/03/2009 04:08:00 PM
2521779,0010063868995,jcbk,ncfic,J ROWLING,08/16/2009 03:53:00 PM
2176667,0010045792651,jcbk,ncfic,J ROWLING,07/19/2009 01:43:00 PM
1894708,0010069487287,jcbk,ncfic,J ROWLING,11/18/2009 11:01:00 AM
2521779,0010063868904,jcbk,ncnew,J ROWLING,12/30/2009 12:24:00 PM
1842723,0010063348873,jcbk,ncfic,J ROWLING,11/14/2009 02:51:00 PM
2521779,0010063869274,jcbk,ncnew,J ROWLING,05/16/2009 02:54:00 PM
2521779,0010063869555,jcbk,ncfic,J ROWLING,02/11/2009 05:41:00 PM
2410427,0010057049719,jcbk,ncfic,J ROWLING,10/18/2009 04:12:00 PM
2176667,0010064152308,jcbk,ncfic,J ROWLING,08/19/2009 04:31:00 PM
2521779,0010063869613,jcbk,ncfic,J ROWLING,05/05/2009 04:53:00 PM
2410427,0010057049883,jcbk,ncfic,J ROWLING,07/15/2009 07:19:00 PM
2277368,0010051161494,jcbk,ncfic,J ROWLING2005,02/14/2009 01:21:00 PM
2521779,0010063869662,jcbk,ncfic,J ROWLING,07/31/2009 05:18:00 PM
2521779,0010063869654,jcbk,ncnew,J ROWLING,07/27/2009 06:19:00 PM
1965109,0010064597668,jcbk,ncfic,J ROWLING,11/15/2009 02:00:00 PM
2446851,0010058552679,jcbk,nclp,J ROWLING,05/21/2009 11:37:00 AM
2410427,0010057262478,jcbk,ncfic,J ROWLING,04/02/2009 01:02:00 PM
2410427,0010057050121,jcbk,ccfic,J ROWLING,08/12/2009 06:13:00 PM
2410427,0010057050535,jcbk,ncfic,J ROWLING,08/13/2009 03:44:00 PM
2176667,0010046008511,jcbk,ncfic,J ROWLING,12/26/2009 03:11:00 PM
1886970,0010051330289,jcbk,ncfic,J ROWLING,07/29/2009 10:31:00 AM
1894708,0010047571673,jcbk,ncfic,J ROWLING,01/25/2009 04:53:00 PM
2277368,0010051165974,jcbk,ncfic,J ROWLING2005,01/26/2009 03:48:00 PM
2410427,0010057049776,jcbk,ncfic,J ROWLING,12/12/2009 12:29:00 PM
2277368,0010051161395,jcbk,ccfic,J ROWLING2005,01/30/2009 04:42:00 PM
2277368,0010051164373,jcbk,ncfic,J ROWLING2005,06/18/2009 07:12:00 PM
2205013,0010047948343,jcbk,cclpfic,J ROWLING,05/31/2009 04:32:00 PM
2277368,0010051162674,jcbk,ncfic,J ROWLING2005,06/02/2009 03:56:00 PM
2521779,0010063868748,jcbk,ncfic,J ROWLING,01/14/2009 04:48:00 PM
2205013,0010054983647,jcbk,nclp,J ROWLING,09/11/2009 04:17:00 PM
1886970,0010048376809,jcbk,ncfic,J ROWLING,12/30/2009 04:09:00 PM
1941061,0010051242104,jcbk,nclp,J ROWLING,10/22/2009 07:04:00 PM
2277368,0010051162310,jcbk,ncfic,J ROWLING2005,08/24/2009 05:03:00 PM
1842723,0010051306412,jcbk,ncfic,J ROWLING,04/16/2009 03:01:00 PM
2521779,0010063869472,jcbk,ncfic,J ROWLING,12/26/2009 05:25:00 PM
1886970,0010061202379,jcbk,ncfic,J ROWLING,03/11/2009 04:41:00 PM
1894708,0010062890099,jcbk,ncfic,J ROWLING,08/21/2009 02:17:00 PM
2176667,0010064152308,jcbk,ncfic,J ROWLING,05/21/2009 11:43:00 AM
2521779,0010063869159,jcbk,ncfic,J ROWLING,04/02/2009 12:07:00 PM
1965109,0010051380326,jcbk,ncfic,J ROWLING,01/12/2009 06:33:00 PM
2277368,0010051165982,jcbk,ncfic,J ROWLING2005,07/01/2009 06:08:00 PM
2277368,0010051161676,jcbk,ncfic,J ROWLING2005,05/14/2009 05:03:00 PM
2521779,0010063869324,jcbk,ncfic,J ROWLING,01/08/2009 02:48:00 PM
1894708,0010057358862,jcbk,ncfic,J ROWLING,08/04/2009 11:39:00 AM
2277368,0010051164373,jcbk,ncfic,J ROWLING2005,01/12/2009 05:42:00 PM
1965109,0010069723087,jcbk,ncfic,J ROWLING,12/23/2009 10:00:00 AM
1886970,0010041223115,jcbk,ncfic,J ROWLING,05/23/2009 10:34:00 AM
2277368,0010051164431,jcbk,ncfic,J ROWLING2005,03/12/2009 11:04:00 AM
2521779,0010063869696,jcbk,ncnew,J ROWLING,06/23/2009 06:48:00 PM
2410427,0010058790477,jcbk,ncfic,J ROWLING,02/03/2009 06:02:00 PM
2410427,0010057049875,jcbk,ncfic,J ROWLING,05/13/2009 03:58:00 PM
1965109,0010064597726,jcbk,ncfic,J ROWLING,07/30/2009 02:17:00 PM
1894708,0010061202544,jcbk,ncfic,J ROWLING,01/08/2009 02:16:00 PM
2521779,0010063868706,jcbk,ncfic,J ROWLING,02/28/2009 02:19:00 PM
1965109,0010057829672,jcbk,ncfic,J ROWLING,05/23/2009 01:39:00 PM
1965109,0010057829839,jcbk,ncfic,J ROWLING,07/09/2009 05:28:00 PM
1886970,0010051330271,jcbk,ncfic,J ROWLING,08/19/2009 11:53:00 AM
2446851,0010058487629,jcbk,nclp,J ROWLING,08/20/2009 06:34:00 PM
2277368,0010051165701,jcbk,ncfic,J ROWLING2005,08/28/2009 05:26:00 PM
1886970,0010051470762,jcbk,ncfic,J ROWLING,08/07/2009 03:21:00 PM
2205013,0010047948343,jcbk,cclpfic,J ROWLING,03/30/2009 03:02:00 PM
2521779,0010063869084,jcbk,ncnew,J ROWLING,11/22/2009 01:15:00 PM
2521779,0010063869670,jcbk,ccfic,J ROWLING,05/27/2009 03:00:00 PM
